estado,ano,mes,producao_litros,temperatura_media,chuvas_mm,preco_litro
PR,2020,3,7462,25.736427329353667,17.312383245859237,2.38
PA,2018,9,12128,17.387479843762442,161.1586558859373,2.52
SC,2021,11,10858,19.01340151282948,163.21771827515664,1.7
PE,2022,5,15079,22.209725045942125,89.12677734818173,2.14
PA,2023,8,11928,25.556531768820335,66.96936043162805,2.09
SC,2020,11,11017,24.664794054410223,87.0351815637002,1.78
CE,2020,6,7985,27.150845980193292,89.46062377107145,2.18
SC,2022,12,12173,24.323699094802308,138.47684572473491,1.75
PR,2019,10,10698,23.946774496456865,43.10701824496876,2.21
CE,2017,8,7647,20.785263178446908,70.81977184482412,2.75
CE,2017,11,12797,23.329888986639382,90.8165797922391,2.04
RS,2020,12,13819,23.941453681787806,112.91953055002335,2.07
PA,2016,3,10307,17.835735922701346,143.3189561737678,2.52
PE,2020,3,16657,21.329341973808475,115.54902839967005,2.48
MG,2020,5,13319,25.390068471054892,187.6052223092689,1.91
SP,2022,11,5580,24.53848008837374,50.42267070953656,2.31
PE,2021,10,18686,23.24097795719667,173.08178441070388,1.21
PE,2022,3,15834,22.17767731415036,52.30625638838758,1.8
GO,2023,8,17009,18.77133607854882,80.23482922203404,2.42
PE,2020,10,14002,17.473855703882478,119.36115339591055,1.95
PE,2017,12,1000,23.07993709086967,158.89350414210344,2.04
SP,2017,8,17463,28.466835180349005,80.3172760794169,1.82
RS,2015,2,12303,24.110716015659044,119.62574590400128,1.77
SC,2019,12,13766,27.064199306645513,84.21881084966701,1.35
RS,2018,4,14701,20.469937735334838,0.0,1.99
SP,2023,10,21681,24.849448486555257,98.07820913266376,2.24
GO,2023,1,9268,21.88893970352401,37.9235312815591,2.17
SP,2019,4,9397,21.77316094347379,163.5744532442064,1.85
SP,2018,12,7744,26.2337688093215,163.92031469620085,1.67
SP,2021,11,6650,23.638659013916502,58.20011557792186,1.99
PR,2020,4,6742,19.843397406632512,50.5152380241174,1.7
SC,2018,10,2741,24.294088747331006,68.55097953975925,1.87
GO,2016,9,14133,21.85149445057987,126.61973611801227,2.14
BA,2015,3,21939,19.66700929973185,126.81806013176774,1.84
PR,2018,2,22257,21.013951246961533,270.4025352922997,2.49
SP,2018,9,7738,30.137679886569096,84.56602140497405,1.79
PE,2015,9,10639,27.637153358669256,104.56848321983578,1.92
SP,2020,1,18166,17.956387225542912,196.58665023348806,2.35
PE,2018,6,14161,23.434902460141036,114.31705938566596,2.31
PA,2015,10,12672,23.653551310825108,45.59621636428165,2.25
PR,2015,8,10716,23.20188824656876,117.09829899616392,1.91
BA,2015,3,17891,22.0083314831605,135.24076564459165,2.28
MG,2022,11,6634,26.241201956921493,82.91523939040219,2.34
SP,2022,9,14404,26.82808700249782,139.76398286578544,2.23
PE,2016,2,13724,27.1470021031962,135.31450280501102,2.09
MG,2021,6,12216,24.990324030345455,77.077746558929,2.27
RS,2022,1,15938,25.8259690159024,177.58514964988854,2.08
SP,2022,7,12168,22.966539705137762,60.821034731919106,2.22
PA,2021,3,9327,19.27068241943673,121.86558891623605,2.12
BA,2019,7,12462,19.191747337503323,69.89430418856972,1.65
PR,2015,4,4039,21.444921526736255,15.354614377763127,1.92
PR,2023,9,15063,23.398281501324803,117.91859890404314,2.72
PR,2021,5,16341,20.15055286374993,196.46639931611492,1.52
PR,2016,3,8716,20.610386950402,97.30794634690258,2.57
PR,2020,8,7527,22.864821921918594,25.328747005968367,2.29
GO,2016,6,8901,26.592343176149917,111.10290292633917,2.11
SP,2015,2,11684,25.002984760600572,59.06585624193182,1.6
PR,2021,3,13079,21.409421810865982,152.6896078668433,2.1
SC,2016,8,20077,24.13915067374963,88.56827917685555,1.88
SC,2016,10,19445,20.014069277318217,11.371882897330678,2.46
MG,2019,7,16157,21.40943360095586,125.42619924646276,1.9
PA,2019,10,12606,19.028470919095298,110.44388212251704,2.02
CE,2021,6,7365,25.286514893415845,85.0060836191688,2.17
SC,2015,1,20398,23.15157820466362,48.059867684107026,1.91
GO,2022,9,10761,23.526832664790298,189.456869838059,2.39
SP,2017,3,13406,26.41781137346055,77.40457340463989,2.01
GO,2018,5,15136,21.00824629662872,144.8549085698198,1.54
BA,2023,7,12307,25.40024770236086,76.83690534004927,2.15
CE,2018,7,17755,29.954762982461475,134.0412104586377,2.34
MG,2019,3,14276,21.053658372256898,102.67260828803182,2.53
BA,2021,4,16943,19.31094329611065,101.40073959784507,2.27
RS,2018,10,14236,20.22647833198404,58.67631410297503,2.45
CE,2015,7,11810,25.165755867097808,126.4072204113506,2.25
MG,2023,8,12370,29.238876601980273,170.2561794037636,1.81
GO,2018,2,11688,29.115987098692827,48.281030891853405,1.87
RS,2023,9,5578,26.534717767865125,58.385828667819666,1.41
MG,2020,7,6995,26.637889577038298,247.22898120267317,2.03
RS,2015,8,15702,25.39367070446145,49.91990796566043,2.3
SP,2017,6,5703,26.17529918609823,72.2711491091069,1.63
PA,2016,6,9978,24.91127384730278,169.18501936147172,2.49
PE,2023,9,6749,21.600707616636303,170.69129955568945,2.07
RS,2015,4,9711,29.140314027151717,0.0,1.83
SC,2023,11,11223,28.006295186908755,138.27129569753563,1.63
PA,2023,11,9968,21.66903049724825,90.24976175495506,2.6
GO,2022,5,4858,25.94543798009174,92.53225394847549,2.45
SC,2022,9,11072,28.383726681738583,158.25617917037724,1.98
SC,2015,1,7205,25.25604038659291,82.59120361138102,2.38
PA,2022,4,8817,23.383928328363556,74.40248179335065,2.04
MG,2017,7,15702,28.289192178577053,83.92336210278657,1.92
PR,2021,11,16776,24.766020300272793,82.54486718801844,1.9
PR,2015,9,5445,22.116367382938424,117.36785066284396,2.03
BA,2015,11,19843,20.549493479499624,166.16649631720063,1.98
PA,2019,12,9449,15.206709708862384,121.37759005546785,2.12
BA,2019,10,8994,29.919373997359617,99.35678090166743,2.58
PE,2022,6,7541,21.489445309537818,127.31943821546298,2.78
PR,2021,12,12279,26.891834547239004,139.00980655997722,1.74
MG,2022,8,21907,21.238828716493103,128.90051775776283,2.24
BA,2020,9,4301,24.50087884318738,66.63475310615476,2.16
MG,2020,10,1715,25.349185426518332,121.23022542229981,2.26
RS,2016,4,13342,20.282615928293197,0.0,1.96
PE,2020,1,14846,26.871110490408668,176.6960722245342,2.26
PA,2019,8,12263,23.40528618104231,176.55406133086103,1.69
BA,2017,2,14978,25.657934143398926,144.4700514922218,3.11
SC,2020,11,6343,28.363554706803974,162.29672291551822,2.19
MG,2022,1,7275,26.21886890023225,96.29189935569572,2.32
GO,2023,7,12619,23.715519032859003,62.475671248171885,1.76
PE,2015,12,20790,29.832146027063704,37.30486204379581,1.89
GO,2017,10,14803,23.86604609661413,150.40687997047843,1.66
PR,2017,9,15036,24.279398872176976,62.46925379959118,2.54
PE,2022,11,6631,23.50912365368074,81.31189250161158,1.77
PE,2015,12,14112,20.323191147132626,111.20690507695171,2.04
GO,2019,12,6089,19.992642112845406,98.12650552924848,2.06
PE,2017,9,20838,22.337392635142262,113.23863914951956,2.24
GO,2016,3,6940,20.958800539304516,9.594133978996311,1.71
PR,2022,6,8017,23.16698940874108,88.3251824386617,2.36
GO,2017,7,4634,26.47848549602788,141.2081658424742,2.47
CE,2021,10,12429,22.772794241029874,78.40913451682033,1.9
PE,2015,9,12218,24.65988629944549,56.891829204798015,2.09
SC,2020,2,19566,22.482280993707867,147.7397399907507,2.29
BA,2017,8,15882,31.635106570210812,78.78741426939573,2.18
SC,2022,7,8046,28.524704794743528,109.22444418009896,1.8
MG,2020,4,16366,23.257178556246462,89.47780577801281,2.31
PE,2016,2,5782,24.81659777926137,99.9783185790695,2.55
BA,2020,8,8408,19.97884744471105,176.48051470822952,2.55
SC,2021,11,12592,23.356779945753726,128.59678848005342,2.27
SC,2019,5,6340,22.198855828462992,38.910749426766344,2.33
PE,2017,6,17323,26.22867098862352,81.39588961315616,1.98
SC,2018,11,23396,21.209065286563003,79.36935787315848,1.82
GO,2018,7,10527,28.973221650080877,110.81857430895823,2.08
GO,2020,10,8741,23.80371571673344,145.43916648900665,2.78
BA,2015,1,11352,21.39175370534217,101.59187795427701,1.94
BA,2018,8,9213,24.096475858695545,100.12308927315158,2.23
PR,2018,4,13308,26.2103262267095,0.0,2.21
SC,2015,9,5387,25.56120528820607,166.20224070810693,1.99
RS,2023,1,13592,24.46972124699021,91.60664690094436,2.55
BA,2018,11,21559,26.6328944137808,112.93205846011635,2.58
RS,2021,2,1989,26.449471027727792,112.81398136457192,2.9
PE,2017,6,6156,26.46444731751491,61.53857007639573,1.86
BA,2017,11,9774,23.172987748524857,87.804612877055,2.22
PA,2022,10,14709,23.152124161355964,61.1453423265415,2.13
GO,2022,11,16451,23.377968520392013,169.16648742741762,1.89
MG,2015,1,16049,22.51780714241894,0.0,1.9
PR,2016,4,3541,24.31702417584252,52.33382716317271,2.15
CE,2022,8,8628,23.98313224672122,83.89650875731775,1.96
BA,2015,10,7498,28.96520502547948,174.8747857956726,1.81
MG,2022,5,11674,22.48555390470391,135.39081603190755,2.14
PR,2022,9,12091,21.039876942857273,18.09798565285564,1.77
GO,2016,11,5153,25.937204841252814,94.22452844374196,1.96
SC,2018,11,9802,24.21456613283334,136.06655041308753,2.21
SC,2020,6,14902,21.940967140053072,211.3451569623901,2.06
PE,2023,1,8858,26.34634681492916,83.01260689095955,2.02
BA,2022,6,10998,23.163024299134026,40.77809660984564,2.64
GO,2022,6,20484,28.572854582242435,116.11841345147153,2.52
SP,2021,6,21950,21.1495652794306,97.83571975601951,2.12
PA,2023,8,1193,22.25753805951669,123.16543355943071,1.8
SP,2016,6,12569,24.38298404953035,134.52374674186666,2.34
RS,2017,5,26585,28.073353656174213,115.9965846068916,2.86
PR,2022,11,14394,21.859494675008413,126.40983618336564,2.51
GO,2020,2,12092,25.12951704293228,181.78424931808365,1.71
GO,2023,4,18563,20.508096415826422,85.44707848563002,2.04
RS,2018,10,13090,26.750174592947513,38.77845488956046,1.88
MG,2022,5,15545,22.04452896400627,115.69878752420702,1.82
RS,2017,10,10948,25.85631821875442,35.93334849071098,2.44
PR,2017,4,13017,26.011216467178354,43.92041236326089,2.43
CE,2022,2,14133,18.552204011940532,58.89499055759922,2.63
PA,2019,7,16327,24.627980554475613,37.46296495624738,2.3
PE,2017,10,9841,22.482934820674647,158.42825210044128,2.09
PR,2015,10,9705,25.495532412603545,102.44555490087353,2.16
SC,2017,2,2362,21.377818552800854,135.33944185969784,1.83
CE,2023,1,10064,22.25570488884857,125.51321924626622,2.51
SP,2019,5,16765,27.595395520155662,89.50247341088796,1.88
RS,2016,12,14316,27.363229105347035,148.02519275383955,1.98
MG,2021,1,7016,21.017682797307533,75.87159956444613,2.01
PE,2016,1,2480,29.38911232427603,91.60186293367695,1.18
SP,2018,1,11287,16.253822487709595,64.60794071223779,2.36
SC,2021,6,16618,24.643736778726446,170.01529036871392,1.82
SC,2018,9,9605,20.146647413152138,94.64323958601315,2.31
RS,2021,10,4775,25.114137292852167,129.90138701653143,1.97
SP,2021,11,9052,23.2150693412979,70.92691785172198,1.96
RS,2015,12,13630,20.947082244498663,142.3509788572728,1.77
PE,2020,1,18212,21.787783963259475,138.64015450491377,2.52
CE,2023,5,10716,21.640110085337252,18.726015818582624,2.58
PE,2016,9,17274,24.22915322276684,100.20625468580903,2.4
SP,2017,9,16720,26.924176802717184,105.84502666481548,2.18
CE,2019,1,6116,29.87643020442676,85.0139302694494,2.14
GO,2023,8,18253,23.487317405499407,169.2355167140215,2.43
SP,2018,1,13475,24.89644267472444,39.13764387871442,2.06
CE,2015,8,5966,27.5586472032073,77.58586567939128,2.5
BA,2018,1,20804,22.653190649912755,57.533107596741246,1.81
GO,2020,12,11372,21.650745825495196,151.49607385060833,2.39
MG,2019,5,2282,29.84527600239724,48.56930396173163,2.49
SP,2015,8,8468,23.460697097015263,8.370886715110075,1.77
MG,2018,6,7237,24.652010543047638,121.56925592002614,1.85
PR,2020,9,8591,19.188399135607803,93.04141019904498,2.09
SP,2018,1,9774,22.428562186472938,152.0174810336619,2.23
MG,2023,9,10713,29.661416879976823,140.61716978602172,1.91
RS,2019,1,10524,25.388419377545564,97.87584205655841,2.13
PR,2022,10,11512,23.91395502408806,27.84108654332144,1.48
PR,2023,10,14936,28.181146693254377,40.09488406027879,2.33
RS,2019,3,8267,19.06470823758066,11.340454391011875,2.34
SP,2020,1,17905,22.755752049873454,93.08692530247336,2.56
PE,2015,3,5874,30.824965240609394,67.06486470978031,2.27
PA,2021,12,15075,23.850093627568402,90.96402921970648,1.99
SP,2018,11,20216,23.829341551372316,108.67820877528179,1.8
BA,2016,2,11113,27.537437148707024,194.91503551811502,1.86
SC,2019,2,12967,27.745967261668916,129.04336797108797,2.07
CE,2017,9,7160,20.095360850443964,103.56685575141931,1.85
RS,2020,8,9441,25.28390002006942,21.760160956266375,1.87
MG,2022,1,19838,29.26737163059895,101.31057731507977,2.09
CE,2021,12,15742,22.070747602636928,144.09207458973322,1.62
MG,2017,4,14092,22.882707440887806,119.54196540947034,1.8
PE,2022,1,2310,24.086456140585078,47.606949717530654,2.17
SP,2016,1,8417,26.083034683221396,81.17752268796087,2.18
SC,2023,12,20694,19.71700496859721,103.66864656673344,2.36
RS,2018,12,14054,14.662417679722743,79.59435771555289,2.15
GO,2015,4,14677,24.646480403958545,69.1447034564414,2.11
GO,2022,2,12852,27.497633434371835,0.0,2.29
PR,2021,3,8935,23.064122060651442,61.59093843318585,2.16
PE,2019,11,13662,22.16880049937793,112.55711766583507,1.81
BA,2019,9,4348,23.49910073295386,143.7557978272244,1.86
SC,2021,2,3972,28.792638509810857,103.8079505123125,2.6
BA,2019,4,8323,22.006315777605607,152.97244197130084,3.07
PR,2022,1,12960,25.710846913261005,96.07153262556034,2.32
GO,2020,2,4151,20.539287008694572,56.1136332338549,1.8
RS,2019,5,12635,20.6828835737412,76.29953710483841,2.67
GO,2023,10,7027,26.53512920193148,124.95068460565618,1.97
GO,2016,1,7700,28.903107883595816,86.5959445557251,2.23
GO,2015,11,18497,26.667006346869268,67.87513225703633,2.09
RS,2022,7,12186,17.838511679509267,22.12305475918589,2.16
PE,2017,4,7480,22.740167281293903,55.34121095037189,1.97
PR,2021,6,12934,24.716750601298884,80.1460279895258,2.49
SP,2022,8,4651,24.178722332941547,70.93467990231437,2.04
SC,2020,6,13911,18.240973498985127,51.27003472229815,2.28
PE,2023,2,17536,20.108413273700155,177.8688499382122,2.28
PR,2021,1,15308,21.594718646943306,130.0200474645553,2.07
GO,2019,8,22788,23.797187626947466,209.60678551260943,1.65
PE,2022,8,2308,18.19786823475714,19.73964410614684,1.85
BA,2016,9,12634,25.800675125236314,115.65718627688442,2.31
CE,2021,6,5282,23.72105277796215,78.26955454728365,2.19
GO,2018,12,11133,20.870389796432736,100.98265009242704,1.86
GO,2023,1,12007,24.580760985197095,192.53868230060078,2.11
SP,2015,9,23399,19.67993232644946,13.025356677420774,2.16
SC,2021,12,11701,23.843742715061648,71.36429182173998,2.27
CE,2020,3,11607,18.597847534885453,62.593556069677206,2.65
BA,2022,11,17025,19.035645144614293,71.49780037914951,1.42
BA,2019,6,11735,22.637860805520948,0.0,2.46
BA,2015,10,21155,21.8511991743328,164.26850805188627,2.17
MG,2015,10,15348,25.15286604199748,166.25480280524098,1.79
BA,2023,11,16142,23.944029618667123,129.094064978802,2.15
PA,2020,12,2662,30.30118683286701,33.08117325821159,2.53
PE,2019,9,21926,23.204514683297877,113.88206637672116,2.62
RS,2015,11,8717,14.1017686633351,143.2992666481098,1.79
CE,2020,3,11951,17.896982892679844,119.41910884525974,1.85
CE,2020,5,8736,20.411620023959262,97.53196666450776,1.71
GO,2017,5,6878,34.15361657968394,170.5290199386612,2.17
PR,2022,10,5989,23.889830587107674,64.54300616828525,2.18
PR,2015,7,12516,27.325594731759043,91.558390091024,2.4
MG,2015,4,2150,27.021627308993295,131.28001647789873,2.23
PA,2020,11,10785,20.199277613825352,115.89204787624519,2.37
BA,2015,4,17288,18.620625646992224,127.99821201379086,1.68
BA,2020,7,15159,25.9269400877687,126.67683196500218,2.63
BA,2015,9,14162,17.338638745488296,126.24333052643334,2.49
MG,2020,11,7523,26.93297741089532,81.75907971604839,1.94
MG,2017,4,4069,23.648834030744208,65.12472311778572,1.86
PA,2022,4,17208,25.84816270661131,106.85693931887933,2.32
SP,2020,6,9755,24.910326750873022,175.559435355072,1.63
MG,2015,6,11584,25.070485495973884,98.75696488614193,1.88
PE,2019,7,11012,24.313459624817064,129.9699205463109,1.79
PR,2022,1,15361,24.844805261887146,105.62186630560896,2.07
GO,2017,11,21216,24.13825504062139,201.6862594108146,1.97
PE,2020,3,19311,19.870579676725782,93.10419794702477,1.86
BA,2019,9,1000,22.818424298492356,130.1418492972254,1.83
GO,2020,6,10457,30.509312246251994,64.05555068942603,1.91
PR,2015,6,5266,24.942347548132176,43.97800149376335,1.74
GO,2021,5,16692,27.427348689005285,99.65491362004232,2.26
GO,2023,11,12019,21.050570621199444,159.0548963602539,2.44
RS,2016,3,15030,20.998342095795813,131.6794470563774,2.22
PR,2019,11,10029,20.389642726126652,0.0,2.51
GO,2018,5,6803,20.00469302883632,136.6429641273419,1.85
PE,2020,1,7658,19.132804509732296,23.43247985935983,1.88
SC,2020,3,4334,24.69964368074504,141.99960831851928,2.23
PR,2016,4,5681,22.932543493985364,127.22048654288069,2.27
RS,2016,5,4628,26.626484649785162,92.50972770790808,2.1
PE,2018,10,6821,23.068810545134802,136.36263031960343,2.09
GO,2015,9,6538,16.790280627056063,86.7933501244565,1.78
PE,2023,4,13970,25.330850401924167,107.46818480756644,1.3
CE,2021,3,13774,17.90875927255164,28.08847934314265,2.27
CE,2021,10,13965,24.643183042145054,87.19003598344013,2.39
PA,2017,1,17874,21.685927393152326,146.19312855795647,1.97
CE,2017,10,11608,24.697530100972376,33.44203407536797,1.93
PA,2015,6,8095,19.6691443281987,140.9311841745242,1.9
MG,2017,7,23057,26.334976572436524,0.0,1.99
RS,2017,10,16528,24.112828338911214,40.5202081084945,2.4
CE,2018,8,12761,22.967390762929835,84.26065733572028,1.82
PR,2018,12,12414,18.91574842544142,107.67925000173145,2.29
PA,2017,1,13448,29.431604524054674,71.36436600843487,1.95
SP,2022,12,10989,21.2796218534372,69.99964307726756,1.5
MG,2022,4,12641,24.78882233628329,155.35801897178314,2.0
BA,2015,11,14496,21.153363166271472,159.4345087531274,2.59
PR,2021,5,8367,35.33246992838436,78.78023840952444,1.89
BA,2016,2,3829,24.448264112078025,80.29438124754327,2.03
BA,2015,1,1621,22.15593662238773,85.64728494410411,2.1
PE,2017,8,16439,25.817276392650133,210.887267827424,2.16
GO,2018,6,4085,26.25018539132017,100.84810747774993,2.56
RS,2020,5,14326,25.183796806074792,178.5508328224198,1.86
CE,2019,9,6228,23.029447669672834,136.60086324485212,2.1
PE,2018,11,6308,25.321521517810872,94.75673844694873,2.33
CE,2022,11,8409,23.533975337651974,67.63061714567083,1.89
PR,2018,2,12970,23.92412042067298,138.95948607054527,2.12
PE,2016,10,5557,21.64376402003203,60.693468190869645,2.39
RS,2017,12,8915,19.609691531945565,80.67434773930432,1.94
BA,2020,8,11871,25.689741002471504,132.94209921857413,2.05
SC,2022,11,5948,25.81890055004129,87.97076907696366,1.75
MG,2022,10,19141,27.889916309757947,80.25236259687145,2.38
MG,2023,9,3387,24.145543986658677,84.6027971837479,2.15
RS,2021,1,10909,23.35279887668835,65.66484975050783,1.97
PR,2016,7,18362,19.77056129196677,122.473232598724,2.01
MG,2022,8,5377,23.88142846150553,101.81228636616304,2.1
PE,2021,3,11451,25.080594408999648,32.19139694025162,2.2
SP,2022,4,12664,18.540784080263474,75.62665872705077,1.9
BA,2017,3,7966,27.20706686759118,81.64793019587724,1.93
GO,2021,7,11612,21.863887541376805,81.29779378026686,2.02
GO,2023,9,14807,23.4116991536486,129.95458835574772,2.15
GO,2017,3,9664,25.79331195100943,64.89032525546969,2.58
MG,2020,6,15821,23.97806045919585,235.19375962946128,1.86
RS,2016,8,13963,28.210083472119265,169.2777791108487,1.6
RS,2016,6,9085,25.88641845235412,169.0368206319549,2.52
PE,2019,2,17637,23.5550036810964,48.315059359635015,1.84
GO,2019,7,8295,14.639251359304625,0.0,2.54
SP,2021,2,16279,26.988560013285916,83.0465302692364,2.47
MG,2016,2,8384,20.461328934949826,114.67629363058276,2.26
PR,2021,2,10419,26.555594777165307,91.90206043449888,2.46
MG,2019,11,11186,25.470567822419447,73.5088492237097,1.55
BA,2020,1,13692,23.403642056314403,12.95060521982451,1.69
PE,2022,11,1000,26.859873762907558,66.39293633051079,2.19
PA,2018,1,14290,25.563119272701336,87.8459915511363,1.98
SP,2021,7,11487,24.985087186000587,75.23164111176504,1.86
PE,2020,12,13428,18.851018670968358,74.94705597534521,2.34
PE,2016,5,14512,24.11954471854597,60.08564164071322,2.18
GO,2022,11,13969,20.271521825010524,182.74292174939154,2.41
PE,2023,3,1963,20.71218666098879,135.42236524743248,1.99
SP,2019,1,6694,22.91657269616451,147.80049688148046,2.1
SC,2018,11,13664,28.39025234393017,113.63860705022697,2.56
PE,2020,10,12998,25.09617235308643,33.2451076891123,1.71
PR,2022,6,8052,25.293805324815168,136.92156023440361,2.07
CE,2017,11,15688,26.31128031571896,167.41112835284991,1.84
GO,2015,1,10717,21.375959095982175,174.7029458323695,2.61
RS,2018,9,16428,19.27077057657096,131.18192110170048,2.82
PR,2018,2,18050,18.73805153777346,100.0493829579506,2.16
PR,2015,1,13391,24.69321322344576,99.90542177020913,2.25
MG,2023,12,14777,26.9600736599835,125.93923227892216,2.07
PA,2017,7,8957,26.73824933974154,17.94959019010389,2.06
MG,2019,6,16461,21.506856455066703,131.92897795835438,2.13
MG,2020,6,13090,28.066486598625023,75.71572781564493,1.7
PR,2022,5,10526,30.129126730410952,210.4733394901477,2.3
MG,2020,11,5905,25.82289527804442,84.97513053222968,1.8
GO,2017,4,9572,28.461838881818707,109.72685290497199,1.99
SP,2020,11,6452,26.619466813525136,107.23597873392293,2.11
MG,2015,4,15807,23.310853219664654,65.39312761827583,1.87
SC,2018,3,18102,22.0062545522086,122.8651049806626,2.28
GO,2020,10,16581,19.16076553897257,117.10451231354922,1.96
MG,2021,8,24430,22.665712255998752,151.14024172941203,2.42
PA,2017,7,9697,23.28950562310328,136.0223721627944,1.84
CE,2023,9,14982,23.355817818628477,109.35737098590167,2.05
GO,2021,1,6093,23.66225560639816,59.06099669628247,1.78
SP,2015,7,11013,17.11890824931733,60.514220894875514,2.39
SC,2016,10,4613,26.33708861393914,182.85053669627155,2.01
RS,2015,4,14840,26.685260508193004,104.35732968789682,1.93
SC,2023,7,10222,25.11309364795805,203.82795911474653,2.04
CE,2023,12,1727,20.491963608702587,59.087066066193835,2.07
BA,2021,1,8574,25.10095726965308,209.69054819709856,2.22
MG,2017,5,20965,24.067830071443662,52.82433156780224,2.26
BA,2019,3,14052,25.42344808875158,78.08071126570648,2.05
PE,2018,5,15845,28.653367768399242,122.10718396044837,2.09
PE,2021,4,12627,23.464593016756652,149.87692964831618,1.17
RS,2023,2,11092,24.544576490239944,133.9039969692549,1.96
PR,2016,11,12077,21.406915492722746,4.34445305096672,2.53
PE,2022,4,13227,26.7650289584327,71.37981772343355,2.23
PE,2023,3,6516,26.108210014828277,42.72383902481012,1.78
SC,2023,1,15815,24.649681641414876,30.934358280269976,1.98
GO,2021,12,17609,20.840607351283076,99.18838612595931,1.92
PR,2023,10,11017,21.950090013458063,0.0,2.42
PA,2023,8,9384,18.5062240865648,149.99535335825294,2.39
CE,2017,5,8290,21.91469201377042,137.23946561170203,1.87
SP,2018,4,20796,26.12810218375024,180.9704891946928,2.1
SP,2016,10,9738,25.18728541277421,46.66773274545144,1.76
MG,2017,12,15266,24.479063883630108,51.58779848492176,1.91
RS,2019,5,11052,28.452897272754953,152.6081840640704,1.92
RS,2019,4,10781,24.91358924799037,156.3896728591895,1.89
PR,2020,3,8176,22.268535487331516,167.43288187964887,2.21
RS,2021,5,7148,21.900194372200524,157.70813902107284,2.5
PA,2021,4,15699,23.304855099265765,110.95726693286737,2.08
GO,2015,1,7035,22.6494149900984,76.99678052672218,1.78
CE,2016,12,14312,26.85894448506837,136.74994993832257,2.16
PE,2023,3,12452,25.264341548190572,77.90744552495119,2.16
GO,2016,10,15763,23.0409806776216,105.26417737208183,2.04
PE,2020,10,8950,23.155188589698533,80.91098836789169,2.66
PE,2015,8,17400,26.109725186467237,113.33163062313747,2.17
PA,2017,7,11294,27.032826324158943,162.1033429482417,2.27
GO,2016,2,24958,18.46979504456912,82.52753834313462,1.43
SP,2017,1,3929,23.486362488653665,74.93081453034208,1.81
BA,2019,3,24144,24.27447427920302,94.69319708137928,2.25
PR,2020,5,11368,25.64441514174769,41.05100280947697,2.19
GO,2023,10,13114,24.338977302953925,133.20602417339492,1.99
SP,2018,11,8978,25.22159974741944,105.82594517853997,2.24
PR,2021,12,4155,23.28912258016756,98.2305602944726,2.38
PE,2020,1,9358,21.582417134239726,116.43263062039094,1.96
MG,2016,3,10171,26.3525852999567,26.302403749071033,1.91
RS,2022,3,12914,26.44771796695345,170.03262244068466,2.02
PR,2021,5,17605,25.955501196507157,74.01757974357277,2.25
SP,2021,3,12953,26.48937244232076,81.26215155167782,1.93
SP,2022,9,13040,21.0848173192346,143.25186359933,2.36
GO,2015,1,13921,22.477694661489906,130.56167091526578,1.96
GO,2015,4,3225,27.35959988980724,199.94313966754692,1.93
RS,2022,10,3687,25.06869936860292,51.741344759759144,2.8
PE,2018,10,4515,24.168501769401352,53.11756288336112,1.73
RS,2019,4,10133,23.24432174750271,40.206531268847066,2.33
SP,2022,1,2641,27.80369638551266,106.67612541276806,1.56
BA,2019,2,8551,18.688698292391326,86.47102855202426,2.3
SC,2018,11,5158,24.882218888456833,65.23507713437442,2.91
MG,2020,1,14438,23.800165931983486,96.71635378018249,2.42
SP,2019,6,14188,20.242451423376984,48.392895002157765,2.5
SP,2021,3,10496,28.849923536966685,177.29772160364627,2.07
PE,2021,7,2500,15.928180835946069,65.03840121311177,2.38
PA,2018,5,10814,24.363764250296082,71.44276631462796,2.17
GO,2019,9,13643,25.58538567547113,0.0,2.71
PR,2017,7,16053,21.074817823738762,17.724298369272233,1.77
PR,2018,4,20767,24.83178088309849,70.59793769253747,2.46
BA,2018,5,17592,23.326553536609715,84.72523428666786,2.23
RS,2017,5,12823,26.964147943840025,135.96905191865298,1.83
PR,2019,11,10573,34.54102893919638,25.219791102964123,2.02
PR,2019,5,8285,25.015781249367645,122.60853736456897,1.62
SC,2021,10,18778,25.812142978135668,131.20932929020435,1.12
SC,2018,9,12832,21.07453216139083,133.84730621928006,1.74
MG,2018,10,15152,24.64439704493791,151.78298903133464,1.98
RS,2023,3,9048,22.880965045550575,41.90399522307248,2.12
CE,2020,6,5795,26.336432305583667,127.06155770054004,1.71
GO,2018,8,9998,19.721882012048827,188.2580450619689,2.01
GO,2016,11,10485,20.779466859310126,170.01349077565624,2.17
PR,2020,9,12958,27.540057938087916,194.59778559013182,1.93
PA,2016,7,8312,24.629964582241488,112.0501582162897,1.78
CE,2019,12,12124,27.971473838162726,70.40736565509228,1.88
RS,2020,3,17888,25.091233932480808,0.0,2.5
PE,2018,1,3635,25.529337392081352,37.863105839525424,1.58
GO,2017,4,1415,23.071489851720614,73.72995126311257,2.45
SP,2021,6,18229,23.41911792112906,82.74424295352223,2.51
RS,2016,3,4681,26.893252374361047,60.41234214147153,1.99
MG,2020,1,10099,23.57029337425932,116.97854634013589,2.24
RS,2018,6,15042,27.550606334305808,109.74049489888122,1.87
PR,2020,1,11703,23.6704390865847,102.04764548381092,2.18
GO,2018,9,11633,20.461081696965948,139.26468035175242,2.77
PA,2018,11,12361,20.187730635234907,76.51822558655003,2.48
